match_id,team,opponent,manager_id,manager_name,stage,match_date,actual_formation,goals_for,goals_against,xg_for,xg_against,shots,field_tilt,box_entries,set_piece_xg,counterattack_xg,pressing_proxy,substitutions,data_quality,source,updated_at
12,Tunisia,Sweden,tunisia_lamouchi,Sabri Lamouchi,Group,2026-06-15,,1,5,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
14,Spain,Cabo Verde,spain_de_la_fuente,Luis de la Fuente,Group,2026-06-15,,0,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
14,Cabo Verde,Spain,cabo_verde_bubista,Bubista,Group,2026-06-15,,0,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
16,Belgium,Egypt,belgium_garcia,Rudi Garcia,Group,2026-06-15,,1,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
16,Egypt,Belgium,egypt_hassan,Hossam Hassan,Group,2026-06-15,,1,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
13,Saudi Arabia,Uruguay,saudi_arabia_donis,Georgios Donis,Group,2026-06-15,,1,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
13,Uruguay,Saudi Arabia,uruguay_bielsa,Marcelo Bielsa,Group,2026-06-15,,1,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
15,IR Iran,New Zealand,iran_ghalenoei,Amir Ghalenoei,Group,2026-06-16,,2,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
15,New Zealand,IR Iran,new_zealand_bazeley,Darren Bazeley,Group,2026-06-16,,2,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
17,France,Senegal,france_deschamps,Didier Deschamps,Group,2026-06-16,,3,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
17,Senegal,France,senegal_thiaw,Pape Thiaw,Group,2026-06-16,,1,3,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
18,Iraq,Norway,iraq_arnold,Graham Arnold,Group,2026-06-16,,1,4,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
18,Norway,Iraq,norway_solbakken,Stale Solbakken,Group,2026-06-16,,4,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
19,Argentina,Algeria,argentina_scaloni,Lionel Scaloni,Group,2026-06-17,,3,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
19,Algeria,Argentina,algeria_petkovic,Vladimir Petkovic,Group,2026-06-17,,0,3,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
20,Austria,Jordan,austria_rangnick,Ralf Rangnick,Group,2026-06-17,,3,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
20,Jordan,Austria,jordan_sellami,Jamal Sellami,Group,2026-06-17,,1,3,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
23,Portugal,Congo DR,portugal_martinez,Roberto Martinez,Group,2026-06-17,,1,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
23,Congo DR,Portugal,congo_dr_desabre,Sebastien Desabre,Group,2026-06-17,,1,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
22,England,Croatia,england_tuchel,Thomas Tuchel,Group,2026-06-17,,4,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
22,Croatia,England,croatia_dalic,Zlatko Dalic,Group,2026-06-17,,2,4,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
21,Ghana,Panama,ghana_queiroz,Carlos Queiroz,Group,2026-06-17,,1,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
21,Panama,Ghana,panama_christiansen,Thomas Christiansen,Group,2026-06-17,,0,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
24,Uzbekistan,Colombia,uzbekistan_cannavaro,Fabio Cannavaro,Group,2026-06-18,,1,3,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
24,Colombia,Uzbekistan,colombia_lorenzo,Nestor Lorenzo,Group,2026-06-18,,3,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
25,Czechia,South Africa,czechia_koubek,Miroslav Koubek,Group,2026-06-18,,1,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
25,South Africa,Czechia,south_africa_broos,Hugo Broos,Group,2026-06-18,,1,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
26,Switzerland,Bosnia and Herzegovina,switzerland_yakin,Murat Yakin,Group,2026-06-18,,4,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
26,Bosnia and Herzegovina,Switzerland,bosnia_barbarez,Sergej Barbarez,Group,2026-06-18,,1,4,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
27,Canada,Qatar,canada_marsch,Jesse Marsch,Group,2026-06-18,,6,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
27,Qatar,Canada,qatar_lopetegui,Julen Lopetegui,Group,2026-06-18,,0,6,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
28,Mexico,Korea Republic,mexico_aguirre,Javier Aguirre,Group,2026-06-19,,1,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
28,Korea Republic,Mexico,korea_republic_hong,Hong Myung-bo,Group,2026-06-19,,0,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
32,USA,Australia,usa_pochettino,Mauricio Pochettino,Group,2026-06-19,,2,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
32,Australia,USA,australia_popovic,Tony Popovic,Group,2026-06-19,,0,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
30,Scotland,Morocco,scotland_clarke,Steve Clarke,Group,2026-06-19,,0,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
30,Morocco,Scotland,morocco_ouahbi,Mohamed Ouahbi,Group,2026-06-19,,1,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
29,Brazil,Haiti,brazil_ancelotti,Carlo Ancelotti,Group,2026-06-20,,3,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
29,Haiti,Brazil,haiti_migne,Sebastien Migne,Group,2026-06-20,,0,3,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
31,Turkiye,Paraguay,turkiye_montella,Vincenzo Montella,Group,2026-06-20,,0,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
31,Paraguay,Turkiye,paraguay_alfaro,Gustavo Alfaro,Group,2026-06-20,,1,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
35,Netherlands,Sweden,netherlands_koeman,Ronald Koeman,Group,2026-06-20,,5,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
35,Sweden,Netherlands,sweden_potter,Graham Potter,Group,2026-06-20,,1,5,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
33,Germany,Cote d'Ivoire,germany_nagelsmann,Julian Nagelsmann,Group,2026-06-20,,2,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
33,Cote d'Ivoire,Germany,cote_divoire_fae,Emerse Fae,Group,2026-06-20,,1,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
34,Ecuador,Curacao,ecuador_beccacece,Sebastian Beccacece,Group,2026-06-21,,0,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
34,Curacao,Ecuador,curacao_advocaat,Dick Advocaat,Group,2026-06-21,,0,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
36,Tunisia,Japan,tunisia_lamouchi,Sabri Lamouchi,Group,2026-06-21,,0,4,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
36,Japan,Tunisia,japan_moriyasu,Hajime Moriyasu,Group,2026-06-21,,4,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
38,Spain,Saudi Arabia,spain_de_la_fuente,Luis de la Fuente,Group,2026-06-21,,4,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
38,Saudi Arabia,Spain,saudi_arabia_donis,Georgios Donis,Group,2026-06-21,,0,4,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
39,Belgium,IR Iran,belgium_garcia,Rudi Garcia,Group,2026-06-21,,0,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
39,IR Iran,Belgium,iran_ghalenoei,Amir Ghalenoei,Group,2026-06-21,,0,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
37,Uruguay,Cabo Verde,uruguay_bielsa,Marcelo Bielsa,Group,2026-06-21,,2,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
37,Cabo Verde,Uruguay,cabo_verde_bubista,Bubista,Group,2026-06-21,,2,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
40,New Zealand,Egypt,new_zealand_bazeley,Darren Bazeley,Group,2026-06-22,,1,3,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
40,Egypt,New Zealand,egypt_hassan,Hossam Hassan,Group,2026-06-22,,3,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
43,Argentina,Austria,argentina_scaloni,Lionel Scaloni,Group,2026-06-22,,2,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
43,Austria,Argentina,austria_rangnick,Ralf Rangnick,Group,2026-06-22,,0,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
42,France,Iraq,france_deschamps,Didier Deschamps,Group,2026-06-22,,3,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
42,Iraq,France,iraq_arnold,Graham Arnold,Group,2026-06-22,,0,3,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
41,Norway,Senegal,norway_solbakken,Stale Solbakken,Group,2026-06-23,,3,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
41,Senegal,Norway,senegal_thiaw,Pape Thiaw,Group,2026-06-23,,2,3,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
44,Jordan,Algeria,jordan_sellami,Jamal Sellami,Group,2026-06-23,,1,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
44,Algeria,Jordan,algeria_petkovic,Vladimir Petkovic,Group,2026-06-23,,2,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
47,Portugal,Uzbekistan,portugal_martinez,Roberto Martinez,Group,2026-06-23,,5,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
47,Uzbekistan,Portugal,uzbekistan_cannavaro,Fabio Cannavaro,Group,2026-06-23,,0,5,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
45,England,Ghana,england_tuchel,Thomas Tuchel,Group,2026-06-23,,0,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
45,Ghana,England,ghana_queiroz,Carlos Queiroz,Group,2026-06-23,,0,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
46,Panama,Croatia,panama_christiansen,Thomas Christiansen,Group,2026-06-23,,0,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
46,Croatia,Panama,croatia_dalic,Zlatko Dalic,Group,2026-06-23,,1,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
48,Colombia,Congo DR,colombia_lorenzo,Nestor Lorenzo,Group,2026-06-24,,1,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
48,Congo DR,Colombia,congo_dr_desabre,Sebastien Desabre,Group,2026-06-24,,0,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
51,Switzerland,Canada,switzerland_yakin,Murat Yakin,Group,2026-06-24,,2,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
51,Canada,Switzerland,canada_marsch,Jesse Marsch,Group,2026-06-24,,1,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
52,Bosnia and Herzegovina,Qatar,bosnia_barbarez,Sergej Barbarez,Group,2026-06-24,,3,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
52,Qatar,Bosnia and Herzegovina,qatar_lopetegui,Julen Lopetegui,Group,2026-06-24,,1,3,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
49,Scotland,Brazil,scotland_clarke,Steve Clarke,Group,2026-06-24,,0,3,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
49,Brazil,Scotland,brazil_ancelotti,Carlo Ancelotti,Group,2026-06-24,,3,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
50,Morocco,Haiti,morocco_ouahbi,Mohamed Ouahbi,Group,2026-06-24,,4,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
50,Haiti,Morocco,haiti_migne,Sebastien Migne,Group,2026-06-24,,2,4,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
53,Czechia,Mexico,czechia_koubek,Miroslav Koubek,Group,2026-06-25,,0,3,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
53,Mexico,Czechia,mexico_aguirre,Javier Aguirre,Group,2026-06-25,,3,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
54,South Africa,Korea Republic,south_africa_broos,Hugo Broos,Group,2026-06-25,,1,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
54,Korea Republic,South Africa,korea_republic_hong,Hong Myung-bo,Group,2026-06-25,,0,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
55,Curacao,Cote d'Ivoire,curacao_advocaat,Dick Advocaat,Group,2026-06-25,,0,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
55,Cote d'Ivoire,Curacao,cote_divoire_fae,Emerse Fae,Group,2026-06-25,,2,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
56,Ecuador,Germany,ecuador_beccacece,Sebastian Beccacece,Group,2026-06-25,,2,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
56,Germany,Ecuador,germany_nagelsmann,Julian Nagelsmann,Group,2026-06-25,,1,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
57,Japan,Sweden,japan_moriyasu,Hajime Moriyasu,Group,2026-06-25,,1,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
57,Sweden,Japan,sweden_potter,Graham Potter,Group,2026-06-25,,1,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
58,Tunisia,Netherlands,tunisia_lamouchi,Sabri Lamouchi,Group,2026-06-25,,1,3,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
58,Netherlands,Tunisia,netherlands_koeman,Ronald Koeman,Group,2026-06-25,,3,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
59,Turkiye,USA,turkiye_montella,Vincenzo Montella,Group,2026-06-26,,3,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
59,USA,Turkiye,usa_pochettino,Mauricio Pochettino,Group,2026-06-26,,2,3,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
60,Paraguay,Australia,paraguay_alfaro,Gustavo Alfaro,Group,2026-06-26,,0,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
60,Australia,Paraguay,australia_popovic,Tony Popovic,Group,2026-06-26,,0,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
61,Norway,France,norway_solbakken,Stale Solbakken,Group,2026-06-26,,1,4,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
61,France,Norway,france_deschamps,Didier Deschamps,Group,2026-06-26,,4,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
62,Senegal,Iraq,senegal_thiaw,Pape Thiaw,Group,2026-06-26,,5,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
62,Iraq,Senegal,iraq_arnold,Graham Arnold,Group,2026-06-26,,0,5,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
65,Cabo Verde,Saudi Arabia,cabo_verde_bubista,Bubista,Group,2026-06-27,,0,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
65,Saudi Arabia,Cabo Verde,saudi_arabia_donis,Georgios Donis,Group,2026-06-27,,0,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
66,Uruguay,Spain,uruguay_bielsa,Marcelo Bielsa,Group,2026-06-27,,0,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
66,Spain,Uruguay,spain_de_la_fuente,Luis de la Fuente,Group,2026-06-27,,1,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
63,Egypt,IR Iran,egypt_hassan,Hossam Hassan,Group,2026-06-27,,1,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
63,IR Iran,Egypt,iran_ghalenoei,Amir Ghalenoei,Group,2026-06-27,,1,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
64,New Zealand,Belgium,new_zealand_bazeley,Darren Bazeley,Group,2026-06-27,,1,5,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
64,Belgium,New Zealand,belgium_garcia,Rudi Garcia,Group,2026-06-27,,5,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
67,Panama,England,panama_christiansen,Thomas Christiansen,Group,2026-06-27,,0,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
67,England,Panama,england_tuchel,Thomas Tuchel,Group,2026-06-27,,2,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
68,Croatia,Ghana,croatia_dalic,Zlatko Dalic,Group,2026-06-27,,2,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
68,Ghana,Croatia,ghana_queiroz,Carlos Queiroz,Group,2026-06-27,,1,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
